105 325.27  1.1
106 324.23  1.1
107 323.18  1.1
108 322.14  1.1
109 321.08  1.1
110 320.03  1.1
111 318.97  1.1
112 317.91  1.1
113 316.84  1.1
114 315.78  1.1
115 314.72  1.1
116 313.64  1.1
117 312.57  1.1
118 311.49  1.2
119 310.41  1.2
120 309.33  1.2
121 308.24  1.2
122 307.15  1.2
123 306.05  1.2
124 304.97  1.1
125 303.87  1.2
126 302.77  1.2
127 301.67  1.2
128 300.57  1.2
129 299.46  1.2
130 298.35  1.2
131 297.24  1.2
132 296.12  1.2
133 294.99  1.2
134 293.88  1.2
135 292.76  1.2
136 291.64  1.2
137 290.51  1.2
138 289.38  1.2
139 288.25  1.2
140 287.11  1.2
141 285.97  1.2
142 284.83  1.2
143 283.69  1.3
144 282.53  1.2
145 281.40  1.2
146 280.25  1.2
147 279.10  1.2
148 277.95  1.2
149 276.79  1.2
150 275.63  1.3
151 274.47  1.3
152 273.31  1.3
153 272.15  1.3
154 270.98  1.3
155 269.80  1.3
156 268.64  1.2
157 267.47  1.2
158 266.29  1.3
159 265.12  1.3
160 263.94  1.3
161 262.76  1.3
162 261.57  1.3
163 260.39  1.3
164 259.20  1.3
165 258.01  1.3
166 256.81  1.3
167 255.63  1.3
168 254.44  1.3
169 253.24  1.3
170 252.05  1.3
171 250.85  1.3
172 249.65  1.3
173 248.44  1.3
174 247.24  1.3
175 246.03  1.3
176 244.83  1.3
177 243.60  1.3
178 242.41  1.3
179 241.19  1.3
180 239.98  1.3
181 238.77  1.3
182 237.55  1.3
183 236.33  1.3
184 235.11  1.4
185 233.89  1.4
186 232.67  1.4
187 231.44  1.4
188 230.20  1.3
189 228.99  1.3
190 227.76  1.3
191 226.53  1.3
192 225.30  1.3
193 224.07  1.4
194 222.84  1.4
195 221.60  1.4
196 220.37  1.4
197 219.13  1.4
198 217.89  1.4
199 216.66  1.4
200 215.40  1.4
201 214.17  1.3
202 212.93  1.4
203 211.69  1.4
204 210.45  1.4
205 209.20  1.4
206 207.95  1.4
207 206.71  1.4
208 205.46  1.4
209 204.21  1.4
210 202.96  1.4
211 201.71  1.4
212 200.44  1.4
213 199.21  1.4
214 197.95  1.4
215 196.70  1.4
216 195.44  1.4
217 194.19  1.4
218 192.93  1.4
219 191.67  1.4
220 190.42  1.4
221 189.16  1.4
222 187.90  1.4
223 186.64  1.4
224 185.36  1.4
225 184.12  1.4
226 182.86  1.4
227 181.59  1.4
228 180.33  1.4
229 179.07  1.4
230 177.81  1.4
231 176.54  1.4
232 175.28  1.4
233 174.01  1.4
234 172.75  1.4
235 171.48  1.4
236 170.20  1.4
237 168.95  1.4
238 167.68  1.4
239 166.41  1.4
240 165.15  1.4
241 163.88  1.4
242 162.61  1.4
243 161.34  1.4
244 160.07  1.4
245 158.81  1.4
246 157.54  1.4
247 156.27  1.4
248 154.98  1.4
249 153.73  1.4
250 152.46  1.4
251 151.19  1.4
252 149.92  1.4
253 148.65  1.4
254 147.38  1.4
255 146.11  1.4
256 144.84  1.4
257 143.57  1.4
258 142.30  1.4
259 141.03  1.5
260 139.74  1.4
261 138.49  1.4
262 137.22  1.4
263 135.95  1.4
264 134.68  1.4
265 133.41  1.4
266 132.14  1.4
267 130.87  1.4
268 129.60  1.4
269 128.33  1.4
270 127.06  1.4
271 125.79  1.5
272 124.51  1.4
273 123.26  1.4
274 121.99  1.4
275 120.72  1.4
276 119.45  1.4
277 118.19  1.4
278 116.92  1.4
279 115.65  1.4
280 114.39  1.4
281 113.12  1.5
282 111.86  1.5
283 110.59  1.5
284 109.31  1.4
285 108.06  1.4
286 106.80  1.4
287 105.53  1.4
288 104.27  1.4
289 103.01  1.4
290 101.74  1.4
291 100.48  1.4
292  99.22  1.4
293  97.96  1.4
294  96.70  1.5
295  95.44  1.5
296  94.16  1.4
297  92.92  1.4
298  91.66  1.4
299  90.41  1.4
300  89.15  1.4
301  87.89  1.4
302  86.64  1.4
303  85.38  1.4
304  84.13  1.4
305  82.87  1.4
306  81.62  1.5
307  80.36  1.5
308  79.10  1.4
309  77.86  1.4
310  76.61  1.4
311  75.36  1.4
312  74.11  1.4
313  72.86  1.4
314  71.61  1.4
315  70.37  1.4
316  69.12  1.4
317  67.87  1.4
318  66.63  1.5
319  65.38  1.5
320  64.14  1.5
321  62.88  1.4
322  61.66  1.4
323  60.42  1.4
324  59.17  1.4
325  57.94  1.4
326  56.70  1.4
327  55.46  1.4
328  54.22  1.4
329  52.99  1.4
330  51.75  1.4
331  50.52  1.4
332  49.28  1.5
333  48.05  1.5
334  46.80  1.4
335  45.59  1.4
336  44.36  1.4
337  43.13  1.4
338  41.90  1.4
339  40.67  1.4
340  39.45  1.4
341  38.22  1.4
342  37.00  1.4
343  35.77  1.4
344  34.55  1.4
345  33.33  1.4
346  32.11  1.5
347  30.87  1.4
348  29.67  1.4
349  28.45  1.4
350  27.24  1.4
351  26.02  1.4
