Element: 26053 0 9999.  85.5842	0.00606877    26353  -2000.0  2000.0 2973.9678  0.050  -51.961521  -12.000000  147.500000
Element: 26054 0 9999.  86.0987	0.00651538    26354  -2000.0  2000.0 2948.1404  0.050  -51.961521  -18.000000  147.500000
Element: 26055 0 9999.  85.6936	0.00573552    26355  -2000.0  2000.0 2993.1295  0.050  -51.961521  -24.000000  147.500000
Element: 26056 0 9999.  85.9593	0.010435    26356  -2000.0  2000.0 2961.7114  0.050  -57.157673   27.000000  147.500000
Element: 26057 0 9999.  85.714	0.00795981    26357  -2000.0  2000.0 2938.7463  0.050  -57.157673   21.000000  147.500000
Element: 26058 0 9999.  85.6162	0.00666874    26358  -2000.0  2000.0 2952.5331  0.050  -57.157673   15.000000  147.500000
Element: 26059 0 9999.  85.5768	0.00662703    26359  -2000.0  2000.0 2970.0085  0.050  -57.157673    9.000000  147.500000
Element: 26060 0 9999.  86.2157	0.0105169    26360  -2000.0  2000.0 2964.0479  0.050  -57.157673    3.000000  147.500000
Element: 26061 0 9999.  84.9942	0.0118989    26361  -2000.0  2000.0 2946.2191  0.050  -57.157673   -3.000000  147.500000
Element: 26062 0 9999.  86.9503	0.00666215    26362  -2000.0  2000.0 2936.3291  0.050  -57.157673   -9.000000  147.500000
Element: 26063 0 9999.  85.5447	0.00878976    26363  -2000.0  2000.0 2941.8490  0.050  -57.157673  -15.000000  147.500000
Element: 26064 0 9999.  85.5815	0.00839216    26364  -2000.0  2000.0 2985.9430  0.050  -57.157673  -21.000000  147.500000
Element: 26065 0 9999.  86.3855	0.0126891    26365  -2000.0  2000.0 2985.1295  0.050   -5.196152   -3.000000  147.500000
Element: 26066 0 9999.  86.1836	0.01335    26366  -2000.0  2000.0 2889.7114  0.050  -10.392304   -6.000000  147.500000
Element: 26067 0 9999.  85.5506	0.0116354    26367  -2000.0  2000.0 2990.7463  0.050   -5.196152   -9.000000  147.500000
Element: 26068 0 9999.  84.6803	0.0125596    26368  -2000.0  2000.0 2972.5331  0.050  -15.588456   -9.000000  147.500000
Element: 26069 0 9999.  85.8395	0.0118321    26369  -2000.0  2000.0 2986.0085  0.050  -10.392304  -12.000000  147.500000
Element: 26070 0 9999.  85.9728	0.0099749    26370  -2000.0  2000.0 2976.0479  0.050   -5.196152  -15.000000  147.500000
Element: 26071 0 9999.  94.3094	0.0145828    26371  -2000.0  2000.0 2982.2191  0.050  -20.784609  -12.000000  147.500000
Element: 26072 0 9999.  85.2618	0.0105197    26372  -2000.0  2000.0 2848.3291  0.050  -15.588456  -15.000000  147.500000
Element: 26073 0 9999.  85.229	0.0185929    26373  -2000.0  2000.0 2941.8490  0.050  -10.392304  -18.000000  147.500000
Element: 26074 0 9999.  86.3496	0.0177975    26374  -2000.0  2000.0 2937.9430  0.050   -5.196152  -21.000000  147.500000
Element: 26075 0 9999.  85.5159	0.0115421    26375  -2000.0  2000.0 2949.1295  0.050  -25.980761  -15.000000  147.500000
Element: 28094 0 9999.  85.5111	0.173147    28394  -2000.0  2000.0 2609.9430  0.050  -20.784609  -18.000000  147.500000
Element: 26077 0 9999.  85.6852	0.0160762    26377  -2000.0  2000.0 2946.7463  0.050  -15.588456  -21.000000  147.500000
Element: 26078 0 9999.  85.5502	0.0207806    26378  -2000.0  2000.0 2956.5331  0.050  -10.392304  -24.000000  147.500000
Element: 26079 0 9999.  85.7564	0.0113948    26379  -2000.0  2000.0 2958.0085  0.050   -5.196152  -27.000000  147.500000
Element: 26080 0 9999.  85.4861	0.0106866    26380  -2000.0  2000.0 2920.0479  0.050  -31.176912  -18.000000  147.500000
Element: 26081 0 9999.  86.5002	0.0146722    26381  -2000.0  2000.0 2962.2191  0.050  -25.980761  -21.000000  147.500000
Element: 26082 0 9999.  86.0085	0.0190421    26382  -2000.0  2000.0 2916.3291  0.050  -20.784609  -24.000000  147.500000
Element: 26083 0 9999.  85.6853	0.0195433    26383  -2000.0  2000.0 2965.8490  0.050  -15.588456  -27.000000  147.500000
Element: 26084 0 9999.  86.137	0.0215924    26384  -2000.0  2000.0 2953.9430  0.050  -10.392304  -30.000000  147.500000
Element: 26085 0 9999.  86.2181	0.0248885    26385  -2000.0  2000.0 2945.1295  0.050   -5.196152  -33.000000  147.500000
Element: 26086 0 9999.  86.171	0.0155768    26386  -2000.0  2000.0 2953.7114  0.050  -36.373062  -21.000000  147.500000
Element: 26087 0 9999.  86.2257	0.0293915    26387  -2000.0  2000.0 2914.7463  0.050  -31.176912  -24.000000  147.500000
Element: 26088 0 9999.  86.2312	0.0246114    26388  -2000.0  2000.0 2924.5331  0.050  -25.980761  -27.000000  147.500000
Element: 26089 0 9999.  86.0104	0.0210006    26389  -2000.0  2000.0 2946.0085  0.050  -20.784609  -30.000000  147.500000
Element: 26090 0 9999.  85.7256	0.0188111    26390  -2000.0  2000.0 2932.0479  0.050  -15.588456  -33.000000  147.500000
Element: 26091 0 9999.  85.7224	0.0230774    26391  -2000.0  2000.0 2970.2191  0.050  -10.392304  -36.000000  147.500000
Element: 26092 0 9999.  86.2158	0.0319508    26392  -2000.0  2000.0 2968.3291  0.050   -5.196152  -39.000000  147.500000
Element: 26093 0 9999.  86.0267	0.00882415    26393  -2000.0  2000.0 2853.8490  0.050  -41.569218  -24.000000  147.500000
Element: 26094 0 9999.  85.3833	0.0168206    26394  -2000.0  2000.0 2961.9430  0.050  -36.373062  -27.000000  147.500000
Element: 26095 0 9999.  85.9202	0.0352619    26395  -2000.0  2000.0 2957.1295  0.050  -31.176912  -30.000000  147.500000
Element: 26096 0 9999.  86.0839	0.0151184    26396  -2000.0  2000.0 2993.7114  0.050  -25.980761  -33.000000  147.500000
Element: 26097 0 9999.  86.3479	0.0102579    26397  -2000.0  2000.0 2990.7463  0.050  -20.784609  -36.000000  147.500000
Element: 26098 0 9999.  86.3128	0.00932913    26398  -2000.0  2000.0 2960.5331  0.050  -15.588456  -39.000000  147.500000
Element: 26099 0 9999.  85.713	0.00895457    26399  -2000.0  2000.0 2982.0085  0.050  -10.392304  -42.000000  147.500000
Element: 26100 0 9999.  86.1748	0.0076254    26400  -2000.0  2000.0 2972.0479  0.050   -5.196152  -45.000000  147.500000
Element: 26101 0 9999.  85.9354	0.00737706    26401  -2000.0  2000.0 2996.0479  0.050  -46.765369  -27.000000  147.500000
Element: 26102 0 9999.  85.8076	0.0089016    26402  -2000.0  2000.0 2916.0479  0.050  -41.569218  -30.000000  147.500000
Element: 26103 0 9999.  86.4112	0.00755789    26403  -2000.0  2000.0 2992.0479  0.050  -36.373062  -33.000000  147.500000
Element: 26104 0 9999.  85.8709	0.00684443    26404  -2000.0  2000.0 2976.0479  0.050  -31.176912  -36.000000  147.500000
Element: 26105 0 9999.  86.0547	0.00945279    26405  -2000.0  2000.0 2980.0479  0.050  -25.980761  -39.000000  147.500000
Element: 26106 0 9999.  86.0683	0.00859472    26406  -2000.0  2000.0 2968.0479  0.050  -20.784609  -42.000000  147.500000
Element: 26107 0 9999.  85.8954	0.00775822    26407  -2000.0  2000.0 2992.0479  0.050  -15.588456  -45.000000  147.500000
Element: 26108 0 9999.  85.824	0.00714241    26408  -2000.0  2000.0 2936.0479  0.050  -10.392304  -48.000000  147.500000
Element: 26109 0 9999.  85.8337	0.00867737    26409  -2000.0  2000.0 3004.0479  0.050   -5.196152  -51.000000  147.500000
Element: 26110 0 9999.  85.9179	0.00690994    26410  -2000.0  2000.0 2948.0479  0.050  -51.961521  -30.000000  147.500000
Element: 26111 0 9999.  86.0206	0.00721315    26411  -2000.0  2000.0 3004.0479  0.050  -46.765369  -33.000000  147.500000
Element: 26112 0 9999.  85.728	0.00785943    26412  -2000.0  2000.0 2808.0479  0.050  -41.569218  -36.000000  147.500000
Element: 26113 0 9999.  86.3637	0.00938682    26413  -2000.0  2000.0 2968.0479  0.050  -36.373062  -39.000000  147.500000
Element: 26114 0 9999.  86.1496	0.00908108    26414  -2000.0  2000.0 2924.0479  0.050  -31.176912  -42.000000  147.500000
Element: 26115 0 9999.  86.5169	0.00839467    26415  -2000.0  2000.0 2944.0479  0.050  -25.980761  -45.000000  147.500000
Element: 26116 0 9999.  86.2013	0.011361    26416  -2000.0  2000.0 2948.0479  0.050  -20.784609  -48.000000  147.500000
Element: 26117 0 9999.  85.9755	0.00792737    26417  -2000.0  2000.0 2960.0479  0.050  -15.588456  -51.000000  147.500000
Element: 26118 0 9999.  85.6947	0.0086456    26418  -2000.0  2000.0 2960.0479  0.050  -10.392304  -54.000000  147.500000
Element: 26119 0 9999.  85.6981	0.00990093    26419  -2000.0  2000.0 2944.0479  0.050   -5.196152  -57.000000  147.500000
Element: 26120 0 9999.  86.3588	0.00730751    26420  -2000.0  2000.0 2928.0479  0.050  -51.961521  -36.000000  147.500000
Element: 26121 0 9999.  86.1811	0.00772711    26421  -2000.0  2000.0 2984.0479  0.050  -46.765369  -39.000000  147.500000
Element: 26122 0 9999.  93.2491	0.00893832    26422  -2000.0  2000.0 2988.0479  0.050  -41.569218  -42.000000  147.500000
Element: 26123 0 9999.  85.6331	0.0101759    26423  -2000.0  2000.0 2932.0479  0.050  -36.373062  -45.000000  147.500000
Element: 26124 0 9999.  85.9086	0.00742608    26424  -2000.0  2000.0 3000.0479  0.050  -31.176912  -48.000000  147.500000
Element: 26125 0 9999.  85.7534	0.00766275    26425  -2000.0  2000.0 3020.0479  0.050  -25.980761  -51.000000  147.500000
Element: 26126 0 9999.  85.8209	0.00879311    26426  -2000.0  2000.0 2960.0479  0.050  -20.784609  -54.000000  147.500000
Element: 26127 0 9999.  85.6424	0.00783103    26427  -2000.0  2000.0 2980.0479  0.050  -15.588456  -57.000000  147.500000
Element: 26128 0 9999.  85.925	0.0108229    26428  -2000.0  2000.0 2972.0479  0.050  -10.392304  -60.000000  147.500000
Element: 27001 0 9999.  85.6447	0.0130583    27301  -2000.0  2000.0 2913.1422  0.05000    0.000000   -6.000000  147.500000
Element: 27002 0 9999.  85.4959	0.0202718    27302  -2000.0  2000.0 2886.3795  0.05000    0.000000  -12.000000  147.500000
Element: 27003 0 9999.  85.2563	0.0118851    27303  -2000.0  2000.0 2904.6611  0.05000    5.196152   -9.000000  147.500000
Element: 27004 0 9999.  85.3806	0.0187954    27304  -2000.0  2000.0 2905.7220  0.05000    0.000000  -18.000000  147.500000
Element: 27005 0 9999.  85.1728	0.0197691    27305  -2000.0  2000.0 2876.2659  0.05000    5.196152  -15.000000  147.500000
Element: 27006 0 9999.  85.7436	0.0166162    27306  -2000.0  2000.0 2903.8684  0.05000   10.392304  -12.000000  147.500000
Element: 27007 0 9999.  85.6899	0.0163578    27307  -2000.0  2000.0 2873.6130  0.05000    0.000000  -24.000000  147.500000
Element: 27008 0 9999.  85.5016	0.020466    27308  -2000.0  2000.0 2941.3597  0.05000    5.196152  -21.000000  147.500000
Element: 27009 0 9999.  86.449	0.0304179    27309  -2000.0  2000.0 2870.0171  0.05000   10.392304  -18.000000  147.500000
Element: 27010 0 9999.  94.1763	0.0134469    27310  -2000.0  2000.0 2879.6221  0.05000   15.588456  -15.000000  147.500000
Element: 27011 0 9999.  86.3843	0.0165252    27311  -2000.0  2000.0 2855.9750  0.05000    0.000000  -30.000000  147.500000
Element: 27012 0 9999.  95.4213	0.025367    27312  -2000.0  2000.0 2841.3668  0.05000    5.196152  -27.000000  147.500000
Element: 27013 0 9999.  85.6581	0.019368    27313  -2000.0  2000.0 2894.8954  0.05000   10.392304  -24.000000  147.500000
Element: 27014 0 9999.  85.6288	0.0160024    27314  -2000.0  2000.0 2855.8923  0.05000   15.588456  -21.000000  147.500000
Element: 27015 0 9999.  86.163	0.0181005    27315  -2000.0  2000.0 2858.6204  0.05000   20.784609  -18.000000  147.500000
Element: 27016 0 9999.  86.1848	0.0183292    27316  -2000.0  2000.0 2820.5337  0.05000    0.000000  -36.000000  147.500000
Element: 27017 0 9999.  85.8689	0.0221089    27317  -2000.0  2000.0 2896.8220  0.05000    5.196152  -33.000000  147.500000
Element: 27018 0 9999.  86.4692	0.0210076    27318  -2000.0  2000.0 2902.8682  0.05000   10.392304  -30.000000  147.500000
Element: 27019 0 9999.  86.2659	0.0210828    27319  -2000.0  2000.0 2871.4324  0.05000   15.588456  -27.000000  147.500000
Element: 27020 0 9999.  85.4904	0.0185596    27320  -2000.0  2000.0 2858.5161  0.05000   20.784609  -24.000000  147.500000
Element: 27021 0 9999.  85.5431	0.0204534    27321  -2000.0  2000.0 2877.4531  0.05000   25.980761  -21.000000  147.500000
Element: 27022 0 9999.  86.3995	0.0156271    27322  -2000.0  2000.0 2863.7325  0.05000    0.000000  -42.000000  147.500000
Element: 27023 0 9999.  85.816	0.0140783    27323  -2000.0  2000.0 2849.9530  0.05000    5.196152  -39.000000  147.500000
Element: 27024 0 9999.  85.6789	0.011547    27324  -2000.0  2000.0 2882.8622  0.05000   10.392304  -36.000000  147.500000
Element: 27025 0 9999.  86.1006	0.0164878    27325  -2000.0  2000.0 2850.9215  0.05000   15.588456  -33.000000  147.500000
Element: 27026 0 9999.  85.7627	0.0160237    27326  -2000.0  2000.0 2871.6916  0.05000   20.784609  -30.000000  147.500000
Element: 27027 0 9999.  85.6449	0.0159359    27327  -2000.0  2000.0 2841.6077  0.05000   25.980761  -27.000000  147.500000
Element: 27028 0 9999.  85.3692	0.0126076    27328  -2000.0  2000.0 2851.7246  0.05000   31.176912  -24.000000  147.500000
Element: 27029 0 9999.  85.4448	0.0147587    27329  -2000.0  2000.0 2842.0670  0.05000    0.000000  -48.000000  147.500000
Element: 27030 0 9999.  86.2062	0.01751    27330  -2000.0  2000.0 2853.0212  0.05000    5.196152  -45.000000  147.500000
Element: 27031 0 9999.  85.368	0.0162812    27331  -2000.0  2000.0 2886.5634  0.05000   10.392304  -42.000000  147.500000
Element: 27032 0 9999.  85.9702	0.0149477    27332  -2000.0  2000.0 2884.0983  0.05000   15.588456  -39.000000  147.500000
Element: 27033 0 9999.  86.0455	0.0218756    27333  -2000.0  2000.0 2850.4384  0.05000   20.784609  -36.000000  147.500000
Element: 27034 0 9999.  85.5164	0.0168631    27334  -2000.0  2000.0 2887.5118  0.05000   25.980761  -33.000000  147.500000
Element: 27035 0 9999.  85.5516	0.0498881    27335  -2000.0  2000.0 2865.4413  0.05000   31.176912  -30.000000  147.500000
Element: 27036 0 9999.  86.1657	0.0112095    27336  -2000.0  2000.0 2898.5240  0.05000   36.373062  -27.000000  147.500000
Element: 27037 0 9999.  86.3536	0.0119765    27337  -2000.0  2000.0 2865.8705  0.05000    0.000000  -54.000000  147.500000
Element: 27038 0 9999.  86.0337	0.020383    27338  -2000.0  2000.0 2863.0139  0.05000    5.196152  -51.000000  147.500000
Element: 27039 0 9999.  85.7273	0.019814    27339  -2000.0  2000.0 2862.8284  0.05000   10.392304  -48.000000  147.500000
Element: 27040 0 9999.  85.5965	0.0104458    27340  -2000.0  2000.0 2881.5144  0.05000   15.588456  -45.000000  147.500000
Element: 27041 0 9999.  86.2305	0.0147477    27341  -2000.0  2000.0 2870.7473  0.05000   20.784609  -42.000000  147.500000
Element: 27042 0 9999.  85.6895	0.0204291    27342  -2000.0  2000.0 2859.0262  0.05000   25.980761  -39.000000  147.500000
Element: 27043 0 9999.  85.3115	0.0111742    27343  -2000.0  2000.0 2859.7924  0.05000   31.176912  -36.000000  147.500000
Element: 27044 0 9999.  86.4861	0.0182874    27344  -2000.0  2000.0 2853.5239  0.05000   36.373062  -33.000000  147.500000
Element: 27045 0 9999.  85.8069	0.018002    27345  -2000.0  2000.0 2847.2804  0.05000   41.569218  -30.000000  147.500000
Element: 27046 0 9999.  85.5212	0.0205817    27346  -2000.0  2000.0 2844.5986  0.05000    0.000000  -60.000000  147.500000
Element: 27047 0 9999.  85.7339	0.0129939    27347  -2000.0  2000.0 2868.2399  0.05000    5.196152  -57.000000  147.500000
Element: 27048 0 9999.  85.9951	0.020029    27348  -2000.0  2000.0 2869.5458  0.05000   10.392304  -54.000000  147.500000
Element: 27049 0 9999.  85.5792	0.00742645    27349  -2000.0  2000.0 2853.2776  0.05000   15.588456  -51.000000  147.500000
Element: 27050 0 9999.  85.347	0.00779164    27350  -2000.0  2000.0 2820.5063  0.05000   20.784609  -48.000000  147.500000
Element: 27051 0 9999.  84.7775	0.00685501    27351  -2000.0  2000.0 2829.7623  0.05000   25.980761  -45.000000  147.500000
Element: 27052 0 9999.  85.7821	0.00785806    27352  -2000.0  2000.0 2838.9432  0.05000   31.176912  -42.000000  147.500000
Element: 27053 0 9999.  85.4369	0.00776876    27353  -2000.0  2000.0 2853.9678  0.05000   36.373062  -39.000000  147.500000
Element: 27054 0 9999.  84.842	0.00643874    27354  -2000.0  2000.0 2852.1404  0.05000   41.569218  -36.000000  147.500000
Element: 27055 0 9999.  85.5671	0.00645207    27355  -2000.0  2000.0 2829.1295  0.05000   46.765369  -33.000000  147.500000
Element: 27056 0 9999.  85.4069	0.00595176    27356  -2000.0  2000.0 2809.7114  0.05000   10.392304  -60.000000  147.500000
Element: 27057 0 9999.  85.5458	0.00713822    27357  -2000.0  2000.0 2830.7463  0.05000   15.588456  -57.000000  147.500000
Element: 27058 0 9999.  85.7086	0.00706315    27358  -2000.0  2000.0 2816.5331  0.05000   20.784609  -54.000000  147.500000
Element: 27059 0 9999.  86.431	0.00742858    27359  -2000.0  2000.0 2826.0085  0.05000   25.980761  -51.000000  147.500000
Element: 27060 0 9999.  86.6991	0.0160101    27360  -2000.0  2000.0 2792.0479  0.05000   31.176912  -48.000000  147.500000
Element: 27065 0 9999.  85.7544	0.0241424    27365  -2000.0  2000.0 2713.1295  0.05000   36.373062  -45.000000  147.500000
Element: 27062 0 9999.  86.7692	0.011301    27362  -2000.0  2000.0 2768.3291  0.05000   41.569218  -42.000000  147.500000
Element: 27063 0 9999.  86.4256	0.0113266    27363  -2000.0  2000.0 2785.8490  0.05000   46.765369  -39.000000  147.500000
Element: 27064 0 9999.  86.4544	0.0065321    27364  -2000.0  2000.0 2729.9430  0.05000   51.961521  -36.000000  147.500000
Element: 27061 0 9999.  86.2651	0.0127487    27361  -2000.0  2000.0 2786.2191  0.05000    5.196152   -3.000000  147.500000
Element: 27066 0 9999.  86.2197	0.0106508    27366  -2000.0  2000.0 2809.7114  0.05000   10.392304   -6.000000  147.500000
Element: 27067 0 9999.  85.9387	0.00905016    27367  -2000.0  2000.0 2866.7463  0.05000   10.392304    0.000000  147.500000
Element: 28099 0 9999.  85.2847	0.00905299    28399  -2000.0  2000.0 2626.0085  0.05000   15.588456   -9.000000  147.500000
Element: 27069 0 9999.  86.5378	0.0128323    27369  -2000.0  2000.0 2814.0085  0.05000   15.588456   -3.000000  147.500000
Element: 27070 0 9999.  85.9082	0.0210614    27370  -2000.0  2000.0 2792.0479  0.05000   15.588456    3.000000  147.500000
Element: 27071 0 9999.  86.5608	0.00954546    27371  -2000.0  2000.0 2846.2191  0.05000   20.784609  -12.000000  147.500000
Element: 27072 0 9999.  85.9781	0.0161018    27372  -2000.0  2000.0 2812.3291  0.05000   20.784609   -6.000000  147.500000
Element: 27073 0 9999.  86.6094	0.0110243    27373  -2000.0  2000.0 2865.8490  0.05000   20.784609    0.000000  147.500000
Element: 27074 0 9999.  86.0556	0.0144739    27374  -2000.0  2000.0 2841.9430  0.05000   20.784609    6.000000  147.500000
Element: 27075 0 9999.  86.7466	0.00886174    27375  -2000.0  2000.0 2845.1295  0.05000   25.980761  -15.000000  147.500000
Element: 28037 0 9999.  86.4325	0.0407174    28337  -2000.0  2000.0 2597.8705  0.05000   25.980761   -9.000000  147.500000
Element: 27077 0 9999.  86.8304	0.0212393    27377  -2000.0  2000.0 2734.7463  0.05000   25.980761   -3.000000  147.500000
Element: 27078 0 9999.  85.7328	0.00895322    27378  -2000.0  2000.0 2844.5331  0.05000   25.980761    3.000000  147.500000
Element: 27079 0 9999.  86.3405	0.00794311    27379  -2000.0  2000.0 2846.0085  0.05000   25.980761    9.000000  147.500000
Element: 27080 0 9999.  85.8759	0.0119021    27380  -2000.0  2000.0 2808.0479  0.05000   31.176912  -18.000000  147.500000
Element: 27081 0 9999.  85.2921	0.00697997    27381  -2000.0  2000.0 2910.2191  0.05000   31.176912  -12.000000  147.500000
